"OIL_VISC FILE"
"Oil_lab_num","Viscsty_temp (C)","Viscsty_abslt (mPa-S)","Viscsty_kinmtc (mm2/S)"
"6099-52136-19-7","","",""
"6106-52136-15-2","20",".607",".836"
"6106-52136-15-2","30",".539",".75"
"6106-52136-15-2","35",".505",".707"
"6106-52136-15-2","","",""
"6106-52136-15-2","","",""
"6106-52136-15-2","","",""
"6108-52136-18-3","20","2.78","3.5"
"6108-52136-18-3","30","2.199","2.789"
"6108-52136-18-3","40","1.784","2.283"
"6108-52136-18-3","","",""
"6108-52136-18-3","","",""
"6108-52136-18-3","","",""
"6111-52136-19-3","20","3.164","3.956"
"6111-52136-19-3","30","2.476","3.125"
"6111-52136-19-3","40","1.957","2.616"
"6111-52136-19-3","","",""
"6111-52136-19-3","","",""
"6111-52136-19-3","","",""
"6119-52136-19-11","20","1.761","2.276"
"6119-52136-19-11","30","1.464","1.912"
"6119-52136-19-11","40","1.217","1.606"
"6119-52136-19-11","","",""
"6119-52136-19-11","","",""
"6119-52136-19-11","","",""
"6119-52136-19-3","20","2.671","3.357"
"6119-52136-19-3","30","2.172","2.76"
"6119-52136-19-3","40","1.781","2.35"
"6119-52136-19-3","","",""
"6119-52136-19-3","","",""
"6119-52136-19-3","","",""
"6119-52136-19-7","20","3.238","4.044"
"6119-52136-19-7","30","2.513","3.186"
"6119-52136-19-7","40","2.011","2.582"
"6119-52136-19-7","","",""
"6119-52136-19-7","","",""
"6119-52136-19-7","","",""
"6212-52134-2021-4","20","2.092","2.664"
"6212-52134-2021-4","30","1.727","2.221"
"6212-52134-2021-4","40","1.429","1.857"
"6212-52134-2021-4","","",""
"6212-52134-2021-4","","",""
"6212-52134-2021-4","","",""
"6231-52136-17-3","20",".542",".75"
"6231-52136-17-3","25",".515",".717"
"6231-52136-17-3","30",".488",".68"
"6231-52136-17-3","","",""
"6231-52136-17-3","","",""
"6231-52136-17-3","","",""
"6231-52136-17-7","20",".516",".721"
"6231-52136-17-7","25",".474",".667"
"6231-52136-17-7","30",".427",".604"
"6231-52136-17-7","","",""
"6231-52136-17-7","","",""
"6231-52136-17-7","","",""
"6237-52134-2020-10","20","1.272","1.669"
"6237-52134-2020-10","30","1.044","1.385"
"6237-52134-2020-10","40",".899","1.204"
"6237-52134-2020-10","","",""
"6237-52134-2020-10","","",""
"6237-52134-2020-10","","",""
"6237-52134-2020-13","20","2.36","2.994"
"6237-52134-2020-13","30","1.908","2.446"
"6237-52134-2020-13","40","1.635","2.117"
"6237-52134-2020-13","","",""
"6237-52134-2020-13","","",""
"6237-52134-2020-13","","",""
"6237-52134-2020-17","20","1.02","1.362"
"6237-52134-2020-17","30",".841","1.136"
"6237-52134-2020-17","40",".73",".997"
"6237-52134-2020-17","","",""
"6237-52134-2020-17","","",""
"6237-52134-2020-17","","",""
"6237-52134-2020-2","20","1.733","2.233"
"6237-52134-2020-2","30","1.402","1.825"
"6237-52134-2020-2","40","1.184","1.557"
"6237-52134-2020-2","","",""
"6237-52134-2020-2","","",""
"6237-52134-2020-2","","",""
"6237-52134-2020-20","20","1","1.334"
"6237-52134-2020-20","30",".838","1.131"
"6237-52134-2020-20","40",".718",".98"
"6237-52134-2020-20","","",""
"6237-52134-2020-20","","",""
"6237-52134-2020-20","","",""
"6237-52134-2020-23","20","1.108","1.472"
"6237-52134-2020-23","30",".929","1.248"
"6237-52134-2020-23","40",".779","1.058"
"6237-52134-2020-23","","",""
"6237-52134-2020-23","","",""
"6237-52134-2020-23","","",""
"6237-52134-2020-6","20","1.776","2.283"
"6237-52134-2020-6","30","1.421","1.845"
"6237-52134-2020-6","40","1.2","1.575"
"6237-52134-2020-6","","",""
"6237-52134-2020-6","","",""
"6237-52134-2020-6","","",""
"6243-52136-18-3","15",".99","1.316"
"6243-52136-18-3","30",".787","1.062"
"6243-52136-18-3","40",".668",".911"
"6243-52136-18-3","","",""
"6243-52136-18-3","","",""
"6243-52136-18-3","","",""
"6243-52136-19-3","20","1.767","2.279"
"6243-52136-19-3","30","1.424","1.86"
"6243-52136-19-3","35","1.33","1.744"
"6243-52136-19-3","","",""
"6243-52136-19-3","","",""
"6243-52136-19-3","","",""
"6244-52136-19-3","20","1.426","1.854"
"6244-52136-19-3","30","1.208","1.587"
"6244-52136-19-3","40","1.039","1.378"
"6244-52136-19-3","","",""
"6244-52136-19-3","","",""
"6244-52136-19-3","","",""
"6246-52136-19-3","20","1.654","2.141"
"6246-52136-19-3","30","1.373","1.795"
"6246-52136-19-3","35","1.27","1.682"
"6246-52136-19-3","","",""
"6246-52136-19-3","","",""
"6246-52136-19-3","","",""
"6247-52136-19-3","20","1.309","1.714"
"6247-52136-19-3","30","1.097","1.451"
"6247-52136-19-3","40",".932","1.246"
"6247-52136-19-3","","",""
"6247-52136-19-3","","",""
"6247-52136-19-3","","",""
"6248-52136-19-3","20","1.296","1.695"
"6248-52136-19-3","30","1.102","1.456"
"6248-52136-19-3","40",".944","1.26"
"6248-52136-19-3","","",""
"6248-52136-19-3","","",""
"6248-52136-19-3","","",""
"6252-52136-17-3","10",".615",".842"
"6252-52136-17-3","15",".585",".805"
"6252-52136-17-3","25",".511",".712"
"6252-52136-17-3","","",""
"6252-52136-17-3","","",""
"6252-52136-17-3","","",""
"6252-52136-17-7","20",".485",".683"
"6252-52136-17-7","25",".461",".652"
"6252-52136-17-7","30",".438",".624"
"6252-52136-17-7","","",""
"6252-52136-17-7","","",""
"6252-52136-17-7","","",""
"6253-52134-2020-4","20","1.403","1.823"
"6253-52134-2020-4","30","1.167","1.532"
"6253-52134-2020-4","40","1.002","1.329"
"6253-52134-2020-4","","",""
"6253-52134-2020-4","","",""
"6253-52134-2020-4","","",""
"6255-52136-17-3","10",".764","1.028"
"6255-52136-17-3","20",".675",".919"
"6255-52136-17-3","30",".6",".826"
"6255-52136-17-3","","",""
"6255-52136-17-3","","",""
"6255-52136-17-3","","",""
"6255-52136-17-7","10",".748","1.01"
"6255-52136-17-7","20",".658",".898"
"6255-52136-17-7","30",".586",".809"
"6255-52136-17-7","","",""
"6255-52136-17-7","","",""
"6255-52136-17-7","","",""
"6269-52136-18-11","15",".504",".693"
"6269-52136-18-11","20",".473",".655"
"6269-52136-18-11","25",".444",".617"
"6269-52136-18-11","","",""
"6269-52136-18-11","","",""
"6269-52136-18-11","","",""
"6269-52136-18-15","20",".62",".839"
"6269-52136-18-15","30",".538",".735"
"6269-52136-18-15","40",".463",".641"
"6269-52136-18-15","","",""
"6269-52136-18-15","","",""
"6269-52136-18-15","","",""
"6269-52136-18-3","20",".46",".635"
"6269-52136-18-3","25",".432",".601"
"6269-52136-18-3","30",".407",".569"
"6269-52136-18-3","","",""
"6269-52136-18-3","","",""
"6269-52136-18-3","","",""
"6269-52136-18-7","15",".544",".747"
"6269-52136-18-7","20",".503",".693"
"6269-52136-18-7","25",".467",".645"
"6269-52136-18-7","","",""
"6269-52136-18-7","","",""
"6269-52136-18-7","","",""
"6274-52134-2021-3","20","2.575","3.251"
"6274-52134-2021-3","30","2.05","2.614"
"6274-52134-2021-3","40","1.694","2.181"
"6274-52134-2021-3","","",""
"6274-52134-2021-3","","",""
"6274-52134-2021-3","","",""
"6279-52136-18-3","20","1.595","2.064"
"6279-52136-18-3","30","1.324","1.731"
"6279-52136-18-3","40","1.108","1.463"
"6279-52136-18-3","","",""
"6279-52136-18-3","","",""
"6279-52136-18-3","","",""
"6279-52136-18-7","20","1.544","2.023"
"6279-52136-18-7","30","1.272","1.668"
"6279-52136-18-7","35","1.178","1.619"
"6279-52136-18-7","","",""
"6279-52136-18-7","","",""
"6279-52136-18-7","","",""
"6287-52136-17-11","10",".568",".788"
"6287-52136-17-11","20",".51",".715"
"6287-52136-17-11","30",".466",".659"
"6287-52136-17-11","","",""
"6287-52136-17-11","","",""
"6287-52136-17-11","","",""
"6287-52136-17-3","20",".591",".812"
"6287-52136-17-3","30",".528",".734"
"6287-52136-17-3","40",".464",".653"
"6287-52136-17-3","","",""
"6287-52136-17-3","","",""
"6287-52136-17-3","","",""
"6287-52136-17-7","10",".586",".807"
"6287-52136-17-7","20",".526",".734"
"6287-52136-17-7","30",".474",".669"
"6287-52136-17-7","","",""
"6287-52136-17-7","","",""
"6287-52136-17-7","","",""
"6298-52136-16-3","20","2.159","2.749"
"6298-52136-16-3","30","1.668","2.145"
"6298-52136-16-3","40","1.319","1.749"
"6298-52136-16-3","","",""
"6298-52136-16-3","","",""
"6298-52136-16-3","","",""
"6298-52136-16-7","10","1.112","1.461"
"6298-52136-16-7","20",".948","1.258"
"6298-52136-16-7","30",".801","1.074"
"6298-52136-16-7","","",""
"6298-52136-16-7","","",""
"6298-52136-16-7","","",""
"6321-52136-18-11","20","1.087","1.432"
"6321-52136-18-11","30",".909","1.21"
"6321-52136-18-11","40",".77","1.035"
"6321-52136-18-11","","",""
"6321-52136-18-11","","",""
"6321-52136-18-11","","",""
"6321-52136-18-15","20","1.047","1.382"
"6321-52136-18-15","30",".902","1.203"
"6321-52136-18-15","40",".761","1.025"
"6321-52136-18-15","","",""
"6321-52136-18-15","","",""
"6321-52136-18-15","","",""
"6321-52136-18-19","20","1.025","1.362"
"6321-52136-18-19","30",".844","1.133"
"6321-52136-18-19","40",".715",".971"
"6321-52136-18-19","","",""
"6321-52136-18-19","","",""
"6321-52136-18-19","","",""
"6321-52136-18-3","20",".471",".647"
"6321-52136-18-3","30",".406",".564"
"6321-52136-18-3","40",".36",".506"
"6321-52136-18-3","","",""
"6321-52136-18-3","","",""
"6321-52136-18-3","","",""
"6327-52136-13-7","20","2.497","3.14"
"6327-52136-13-7","30","2.063","2.62"
"6327-52136-13-7","40","1.722","2.207"
"6327-52136-13-7","","",""
"6327-52136-13-7","","",""
"6327-52136-13-7","","",""
"6353-52136-18-11","20","2.18","2.773"
"6353-52136-18-11","30","1.724","2.225"
"6353-52136-18-11","35","1.551","2.002"
"6353-52136-18-11","","",""
"6353-52136-18-11","","",""
"6353-52136-18-11","","",""
"6353-52136-18-15","20","2.541","3.205"
"6353-52136-18-15","30","1.984","2.525"
"6353-52136-18-15","40","1.632","2.1"
"6353-52136-18-15","","",""
"6353-52136-18-15","","",""
"6353-52136-18-15","","",""
"6353-52136-18-19","20","2.684","3.375"
"6353-52136-18-19","30","2.128","2.701"
"6353-52136-18-19","40","1.751","2.243"
"6353-52136-18-19","","",""
"6353-52136-18-19","","",""
"6353-52136-18-19","","",""
"6353-52136-18-3","20","2.506","3.174"
"6353-52136-18-3","30","1.997","2.546"
"6353-52136-18-3","40","1.678","2.414"
"6353-52136-18-3","","",""
"6353-52136-18-3","","",""
"6353-52136-18-3","","",""
"6353-52136-18-7","20","2.446","3.091"
"6353-52136-18-7","30","1.924","2.456"
"6353-52136-18-7","40","1.598","2.059"
"6353-52136-18-7","","",""
"6353-52136-18-7","","",""
"6353-52136-18-7","","",""
"6354-52136-18-3","20","2.557","3.224"
"6354-52136-18-3","30","1.996","2.54"
"6354-52136-18-3","40","1.628","2.091"
"6354-52136-18-3","","",""
"6354-52136-18-3","","",""
"6354-52136-18-3","","",""
"6354-52136-18-7","20","2.636","3.322"
"6354-52136-18-7","30","2.109","2.684"
"6354-52136-18-7","40","1.709","2.294"
"6354-52136-18-7","","",""
"6354-52136-18-7","","",""
"6354-52136-18-7","","",""
"6362-52136-13-2","20","2.892","3.616"
"6362-52136-13-2","30","2.364","2.983"
"6362-52136-13-2","40","1.927","2.455"
"6362-52136-13-2","","",""
"6362-52136-13-2","","",""
"6362-52136-13-2","","",""
"6381-52136-19-11","20","1.351","1.771"
"6381-52136-19-11","30","1.154","1.527"
"6381-52136-19-11","40",".993","1.329"
"6381-52136-19-11","","",""
"6381-52136-19-11","","",""
"6381-52136-19-11","","",""
"6381-52136-19-3","20",".967","1.281"
"6381-52136-19-3","30",".824","1.103"
"6381-52136-19-3","40",".712",".963"
"6381-52136-19-3","","",""
"6381-52136-19-3","","",""
"6381-52136-19-3","","",""
"6381-52136-19-7","20",".881","1.175"
"6381-52136-19-7","30",".767","1.033"
"6381-52136-19-7","40",".656",".894"
"6381-52136-19-7","","",""
"6381-52136-19-7","","",""
"6381-52136-19-7","","",""
"6409-52134-2021-3","20","2.516","3.179"
"6409-52134-2021-3","30","2.022","2.579"
"6409-52134-2021-3","40","1.662","2.141"
"6409-52134-2021-3","","",""
"6409-52134-2021-3","","",""
"6409-52134-2021-3","","",""
"6415-52136-16-11","20","2.52","3.16"
"6415-52136-16-11","30","1.986","2.514"
"6415-52136-16-11","40","1.596","2.039"
"6415-52136-16-11","","",""
"6415-52136-16-11","","",""
"6415-52136-16-11","","",""
"6415-52136-16-15","20","2.353","2.961"
"6415-52136-16-15","30","1.907","2.423"
"6415-52136-16-15","40","1.545","1.982"
"6415-52136-16-15","","",""
"6415-52136-16-15","","",""
"6415-52136-16-15","","",""
"6415-52136-16-3","20","2.404","3.018"
"6415-52136-16-3","30","1.945","2.465"
"6415-52136-16-3","40","1.589","2.033"
"6415-52136-16-3","","",""
"6415-52136-16-3","","",""
"6415-52136-16-3","","",""
"6415-52136-16-7","20","2.259","2.851"
"6415-52136-16-7","30","1.816","2.313"
"6415-52136-16-7","35","1.622","2.077"
"6415-52136-16-7","","",""
"6415-52136-16-7","","",""
"6415-52136-16-7","","",""
"6415-52136-18-11","20","2.679","3.372"
"6415-52136-18-11","30","2.091","2.672"
"6415-52136-18-11","40","1.735","2.224"
"6415-52136-18-11","","",""
"6415-52136-18-11","","",""
"6415-52136-18-11","","",""
"6415-52136-18-15","20","3.292","4.098"
"6415-52136-18-15","30","2.52","3.167"
"6415-52136-18-15","35","2.273","2.872"
"6415-52136-18-15","","",""
"6415-52136-18-15","","",""
"6415-52136-18-15","","",""
"6415-52136-18-3","20","3.291","4.096"
"6415-52136-18-3","25","2.891","3.616"
"6415-52136-18-3","40","2.116","2.682"
"6415-52136-18-3","","",""
"6415-52136-18-3","","",""
"6415-52136-18-3","","",""
"6415-52136-18-7","20","2.815","3.534"
"6415-52136-18-7","25","2.522","3.18"
"6415-52136-18-7","30","2.29","2.906"
"6415-52136-18-7","","",""
"6415-52136-18-7","","",""
"6415-52136-18-7","","",""
"6418-52136-15-3","10",".521",".707"
"6418-52136-15-3","20",".442",".611"
"6418-52136-15-3","30",".389",".545"
"6418-52136-15-3","","",""
"6418-52136-15-3","","",""
"6418-52136-15-3","","",""
"6421-52136-18-11","15","3.747","4.647"
"6421-52136-18-11","20","3.333","4.183"
"6421-52136-18-11","30","2.488","3.19"
"6421-52136-18-11","","",""
"6421-52136-18-11","","",""
"6421-52136-18-11","","",""
"6421-52136-18-3","20","3.024","3.775"
"6421-52136-18-3","30","2.43","3.062"
"6421-52136-18-3","40","1.987","2.527"
"6421-52136-18-3","","",""
"6421-52136-18-3","","",""
"6421-52136-18-3","","",""
"6421-52136-18-7","20","3.477","4.324"
"6421-52136-18-7","30","2.592","3.253"
"6421-52136-18-7","40","2.108","2.671"
"6421-52136-18-7","","",""
"6421-52136-18-7","","",""
"6421-52136-18-7","","",""
"6422-52136-17-11","20","2.388","3.018"
"6422-52136-17-11","30","1.961","2.502"
"6422-52136-17-11","40","1.634","2.104"
"6422-52136-17-11","","",""
"6422-52136-17-11","","",""
"6422-52136-17-11","","",""
"6422-52136-17-3","20","2.414","3.05"
"6422-52136-17-3","30","1.99","2.538"
"6422-52136-17-3","40","1.648","2.122"
"6422-52136-17-3","","",""
"6422-52136-17-3","","",""
"6422-52136-17-3","","",""
"6422-52136-17-7","20","2.31","2.925"
"6422-52136-17-7","30","1.901","2.431"
"6422-52136-17-7","40","1.569","2.025"
"6422-52136-17-7","","",""
"6422-52136-17-7","","",""
"6422-52136-17-7","","",""
"6427-52136-18-3","20","3.561","4.417"
"6427-52136-18-3","30","2.844","3.563"
"6427-52136-18-3","40","2.301","2.916"
"6427-52136-18-3","","",""
"6427-52136-18-3","","",""
"6427-52136-18-3","","",""
"6445-52136-17-5","10",".687",".938"
"6445-52136-17-5","20",".611",".843"
"6445-52136-17-5","25",".577",".801"
"6445-52136-17-5","","",""
"6445-52136-17-5","","",""
"6445-52136-17-5","","",""
"6445-52136-17-9","20",".683",".93"
"6445-52136-17-9","30",".603",".828"
"6445-52136-17-9","40",".533",".739"
"6445-52136-17-9","","",""
"6445-52136-17-9","","",""
"6445-52136-17-9","","",""
"6462-52136-14-11","20",".501",".683"
"6462-52136-14-11","25",".474",".653"
"6462-52136-14-11","30",".453",".624"
"6462-52136-14-11","","",""
"6462-52136-14-11","","",""
"6462-52136-14-11","","",""
"6462-52136-14-3","10",".535",".73"
"6462-52136-14-3","15",".499",".683"
"6462-52136-14-3","20",".458",".629"
"6462-52136-14-3","","",""
"6462-52136-14-3","","",""
"6462-52136-14-3","","",""
"6462-52136-14-7","10",".529",".726"
"6462-52136-14-7","15",".499",".687"
"6462-52136-14-7","20",".469",".65"
"6462-52136-14-7","","",""
"6462-52136-14-7","","",""
"6462-52136-14-7","","",""
"6464-52136-14-3","20","3.129","3.879"
"6464-52136-14-3","30","2.372","2.97"
"6464-52136-14-3","40","1.953","2.462"
"6464-52136-14-3","","",""
"6464-52136-14-3","","",""
"6464-52136-14-3","","",""
"6472-52134-2020-1","20","2.562","3.22"
"6472-52134-2020-1","30","2.057","2.611"
"6472-52134-2020-1","40","1.708","2.189"
"6472-52134-2020-1","","",""
"6472-52134-2020-1","","",""
"6472-52134-2020-1","","",""
"6472-52134-2020-2","20","2.643","3.33"
"6472-52134-2020-2","30","2.101","2.672"
"6472-52134-2020-2","40","1.779","2.286"
"6472-52134-2020-2","","",""
"6472-52134-2020-2","","",""
"6472-52134-2020-2","","",""
"6472-52134-2020-3","20","3.066","3.847"
"6472-52134-2020-3","30","2.429","3.077"
"6472-52134-2020-3","40","2.005","2.565"
"6472-52134-2020-3","","",""
"6472-52134-2020-3","","",""
"6472-52134-2020-3","","",""
"6472-52134-2020-4","30","2.414","3.058"
"6472-52134-2020-4","40","1.988","2.543"
"6472-52134-2020-4","50","1.647","2.128"
"6472-52134-2020-4","","",""
"6472-52134-2020-4","","",""
"6472-52134-2020-4","","",""
"6472-52134-2020-5","20","3.937","4.954"
"6472-52134-2020-5","30","2.938","3.733"
"6472-52134-2020-5","40","2.358","3.026"
"6472-52134-2020-5","","",""
"6472-52134-2020-5","","",""
"6472-52134-2020-5","","",""
"6472-52134-2020-6","20","2.697","3.399"
"6472-52134-2020-6","30","2.137","2.72"
"6472-52134-2020-6","40","1.764","2.267"
"6472-52134-2020-6","","",""
"6472-52134-2020-6","","",""
"6472-52134-2020-6","","",""
"6472-52134-2020-7","30","2.589","3.263"
"6472-52134-2020-7","40","2.098","2.67"
"6472-52134-2020-7","50","1.73","2.224"
"6472-52134-2020-7","","",""
"6472-52134-2020-7","","",""
"6472-52134-2020-7","","",""
"6472-52134-2020-8","20","2.743","3.466"
"6472-52134-2020-8","30","2.175","2.774"
"6472-52134-2020-8","40","1.785","2.3"
"6472-52134-2020-8","","",""
"6472-52134-2020-8","","",""
"6472-52134-2020-8","","",""
"6472-52134-2020-9","30","2.46","3.099"
"6472-52134-2020-9","40","2.021","2.571"
"6472-52134-2020-9","50","1.678","2.155"
"6472-52134-2020-9","","",""
"6472-52134-2020-9","","",""
"6472-52134-2020-9","","",""
"6477-52136-14-15","20",".562",".762"
"6477-52136-14-15","30",".497",".682"
"6477-52136-14-15","35",".461",".637"
"6477-52136-14-15","","",""
"6477-52136-14-15","","",""
"6477-52136-14-15","","",""
"6477-52136-14-7","20",".545",".742"
"6477-52136-14-7","30",".442",".608"
"6477-52136-14-7","35",".399",".552"
"6477-52136-14-7","","",""
"6477-52136-14-7","","",""
"6477-52136-14-7","","",""
"6520-52136-14-3","20","2.914","3.587"
"6520-52136-14-3","30","2.262","2.817"
"6520-52136-14-3","35","2.047","2.558"
"6520-52136-14-3","","",""
"6520-52136-14-3","","",""
"6520-52136-14-3","","",""
"6527-52136-14-3","20","2.879","3.602"
"6527-52136-14-3","30","2.231","2.819"
"6527-52136-14-3","40","1.79","2.283"
"6527-52136-14-3","","",""
"6527-52136-14-3","","",""
"6527-52136-14-3","","",""
"6542-52136-17-11","15",".518",".716"
"6542-52136-17-11","20",".484",".673"
"6542-52136-17-11","25",".46",".644"
"6542-52136-17-11","","",""
"6542-52136-17-11","","",""
"6542-52136-17-11","","",""
"6542-52136-17-15","20",".415",".588"
"6542-52136-17-15","25",".394",".562"
"6542-52136-17-15","30",".369",".529"
"6542-52136-17-15","","",""
"6542-52136-17-15","","",""
"6542-52136-17-15","","",""
"6542-52136-17-3","20",".41",".58"
"6542-52136-17-3","25",".386",".55"
"6542-52136-17-3","30",".368",".527"
"6542-52136-17-3","","",""
"6542-52136-17-3","","",""
"6542-52136-17-3","","",""
"6542-52136-17-7","20",".409",".581"
"6542-52136-17-7","25",".388",".555"
"6542-52136-17-7","30",".371",".534"
"6542-52136-17-7","","",""
"6542-52136-17-7","","",""
"6542-52136-17-7","","",""
"6543-52136-17-3","20",".783","1.057"
"6543-52136-17-3","25",".733",".994"
"6543-52136-17-3","30",".688",".939"
"6543-52136-17-3","","",""
"6543-52136-17-3","","",""
"6543-52136-17-3","","",""
"6543-52136-17-7","20","1.381","1.797"
"6543-52136-17-7","25","1.279","1.675"
"6543-52136-17-7","30","1.165","1.531"
"6543-52136-17-7","","",""
"6543-52136-17-7","","",""
"6543-52136-17-7","","",""
"6550-52136-15-11","20","11.58","13.44"
