Well Authorization Number,Completion Event Sequence,UWI,Zone Prod Period,Area Code,Formtn Code,Well Area Name,Oper Abbreviation,Production Days,Gas Production (e3m3),Oil Production (m3),Condensate Production (m3),Water Production (m3),Marketable Gas Volume (e3m3),Ethane Sales Volume (m3),Propane Sales Volume (m3),Butane Sales Volume (m3),Pentane Sales Volume (m3)
21352,00,100040407719W600,202203,9030,2800,BRASSEY,CVE ENERGY,30.4,84,0,1.8,1.7,65.6,7,1.4,.4,0
21809,00,200A051H094A1300,202204,3540,4805,FIREWEED,CNRL,28.3,3.9,10.3,0,9.7,2.1,0,.3,.2,.2
20980,00,200D005A093P0800,202204,9030,2800,CUTBANK,OVV,7.5,34.1,0,0,1,31.6,0,0,0,0
21867,00,200A079K094I1100,202204,7770,8200,SIERRA,NTE CANADA,30,71.6,0,2,3,65,0,0,0,0
21032,00,200B063D093P0200,202203,8720,4060,WOLVERINE,CANLIN,30.7,4456.2,0,0,15,3328.2,0,0,0,0
21906,00,200C054K094I1100,202204,7770,8200,SIERRA,NTE CANADA,30,64.4,0,1.8,2.7,58.4,0,0,0,0
21088,00,200D040A093P0800,202203,9030,2800,CUTBANK,OVV,6.7,50.2,0,0,.6,46.6,0,0,0,0
22423,02,200B077H093P0102,202203,9030,2800,KELLY,OVV,.7,3.5,0,0,.1,3,0,0,0,0
22449,00,200D070H093P0700,202204,9030,2800,SUNDOWN,CNRL,30,79.4,0,.9,1.4,67.3,6.7,.7,.4,0
22631,00,202B060H093P0900,202204,9021,5000,SWAN,OVV,2.7,3.1,0,.1,0,3,0,0,0,.2
21133,00,200C045A094P0400,202203,4470,8200,GUNNELL,NTE CANADA,31,5,0,.1,.1,3.9,0,0,0,0
21133,00,200C045A094P0400,202204,4470,8200,GUNNELL,NTE CANADA,30,49.4,0,.5,2.1,41.6,0,0,0,0
22030,00,200C085E094G0100,202203,1000,4800,SASQUATCH,PETRONAS,31,269.6,0,1.6,7.3,240.3,0,0,0,4.1
22840,00,200C006A094I1300,202204,4470,8200,SAHTANEH,NTE CANADA,30,38.2,0,2.2,1.6,34.4,0,0,0,0
21575,00,100012008122W600,202204,6140,4800,MONIAS,ADU,26.6,95.8,0,0,5,86.1,0,0,0,0
22487,00,200B100A094B0800,202203,0320,2600,ALTARES,PETRONAS,2,.2,0,0,0,.2,0,0,0,0
21216,00,200C073G094P0400,202203,4470,8200,GUNNELL,NTE CANADA,31,30.4,0,.2,.7,25.5,0,0,0,0
22063,00,200B020L094H1000,202204,4485,4990,GUTAH,CNRL,30,61.5,0,0,1.4,54.2,.1,1.7,3.6,2.8
22103,00,200C055B094H1200,202204,1350,4100,BLACK,TOURMALINE,26,93.4,0,2.7,.2,69.3,0,3.5,4.2,3.5
21270,00,202A064K094I1200,202204,4470,8200,GUNNELL,NTE CANADA,30,90.4,0,3.4,5.4,79.1,0,0,0,0
22146,00,202B055B094I1200,202203,3455,8200,ELLEH,NTE CANADA,31,49.1,0,2.4,3.6,42.8,0,0,0,0
22502,00,100103508223W600,202204,6140,4800,MONIAS,ADU,3.8,21.8,0,0,1.1,19,0,0,0,0
22530,00,202B094I094A1200,202203,3540,4900,FIREWEED,COP,23.1,207.9,0,5,.6,187.9,.2,14.2,16.8,12.9
21277,02,100101407819W602,202203,4390,4900,GROUNDBIRCH,SHELL,21,15,0,0,.7,13.7,0,0,0,0
21278,00,100111407819W600,202204,4390,4900,GROUNDBIRCH,SHELL,30,37.6,0,0,1.9,34.1,0,0,0,0
22733,00,200D008E094P1300,202203,7200,8200,PETITOT,NTE CANADA,31,80.5,0,2.5,1.8,68.1,0,0,0,0
21682,00,200A025D093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,28,17.2,0,.2,.3,12.8,1.4,0,0,0
21688,05,200B036E093P0505,202202,2150,6227,BRAZION,SUKUNKA,28,4359.3,0,0,248,3225,0,0,0,0
21700,00,200D079G094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,44.7,0,.8,1,37.9,0,0,0,0
23364,00,200C078A094G0200,202204,5100,2700,JULIENNE,PETRONAS,30,.1,0,0,0,.1,0,0,0,0
23384,02,200D063B094H1202,202203,1350,2600,BLACK,TOURMALINE,25,146.7,0,2.9,8.1,108.8,0,1.7,2,1.6
23402,00,200C062A093P0700,202203,6430,2505,NOEL,CVE ENERGY,31,103.4,0,1,2.1,86.4,17.9,5.1,3.9,1
23805,00,200C063D094I1400,202203,7770,8200,SIERRA,NTE CANADA,31,46.3,0,1.4,2,42,0,0,0,0
24241,02,100093307818W602,202203,9021,5000,SUNSET PRAIRIE,TOURMALINE,31,334.2,0,0,0,319.3,.1,8,14.4,13
23820,00,200D083A094I1300,202203,4470,8200,SAHTANEH,NTE CANADA,31,21,0,.5,.9,18.6,0,0,0,0
23822,00,200D027G094O1400,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,160.2,0,7.1,2.9,138.3,.3,1.3,2,3.2
22973,00,202B090I094I1100,202204,7770,8200,KYKLO,NTE CANADA,30,36.1,0,2.1,1.5,32.4,0,0,0,0
23436,00,200B064E093P0100,202204,6430,2625,NOEL,CVE ENERGY,30,140.9,0,1.6,2.7,121.9,12.6,2.9,1.8,.5
23437,00,200B007H094G0200,202203,5100,2700,JULIENNE,PETRONAS,29,90.5,0,.4,1.5,86.6,0,.2,.3,.3
23868,00,200B095A093I0900,202203,6480,0180,OJAY,CNRL,31,203.5,0,0,3,186.5,0,0,0,0
23464,00,200A066I094H1100,202203,4485,4990,GUTAH,CNRL,31,7.9,0,0,.2,6.3,0,.3,.6,.8
23881,00,200D055K094O0800,202203,9045,8295,ETSHO,OVV,7.6,365.9,0,0,29.7,279.7,0,0,0,0
23027,00,200B031J093P0100,202203,9030,2800,KELLY,SPARTAN,21.6,63.2,0,.6,1.3,53.9,2.4,.4,0,0
23933,00,202D042B093P0900,202203,9021,5000,SWAN,MURPHY,31,169.4,0,0,3.3,164.1,0,0,0,.6
23047,00,100163408715W600,202204,2020,4535,N BOUNDARY,TOURMALINE,28,72.3,0,1.2,1.6,64.8,0,.1,.6,1.1
23109,00,200C055A094G0200,202203,5100,2700,JULIENNE,PETRONAS,31,7,0,0,.1,6.7,0,0,0,0
23157,00,200B003E094H1200,202204,3240,2700,CONROY,TOURMALINE,29,46.9,0,1.2,1.2,42.7,0,.7,1.3,2.3
23591,00,202C048H093P0900,202204,9021,5000,SWAN,OVV,22.6,1336.3,0,0,2.6,1267.6,.2,8.2,12.3,38
24020,00,200A018B094I1400,202203,7770,8200,SIERRA,NTE CANADA,31,39.2,0,1.2,1.7,35.4,0,0,0,0
24467,00,102130407919W600,202204,9021,5000,GROUNDBIRCH,SHELL,30,266.1,0,0,13.9,244.9,0,0,0,0
24498,00,200C089K093P0100,202203,9030,2800,NOEL,OVV,11.9,204.6,0,0,8.7,190.5,0,0,0,0
23166,00,100133407719W600,202204,9030,2800,BRASSEY,SHELL,30,27.4,0,0,1.4,24.8,0,0,0,0
23187,00,200B036H093P1000,202203,8115,4900,SUNDOWN,TOURMALINE,31,56,0,0,7.7,46.1,0,0,0,0
23203,00,200A087E094H1200,202203,3240,2700,CONROY,TOURMALINE,23,66.3,0,1.4,1.4,60.6,0,1,1.9,3.6
23612,00,202A056K094O0800,202203,9045,8295,ETSHO,OVV,12.1,682.1,0,0,55,521.8,0,0,0,0
24045,00,200C040H094G0200,202203,5100,2700,JULIENNE,PETRONAS,31,251.5,0,1.2,4.2,239.6,0,.6,.9,2.2
24505,00,102161708018W600,202203,9021,5000,SUNSET,SHELL,31,376,0,0,3.6,366.8,.5,2.3,3.1,7.5
23218,02,100130307919W602,202203,4390,4900,GROUNDBIRCH,SHELL,31,91.5,0,0,5.7,82.8,0,0,0,0
23222,00,200C023K094I1100,202204,7770,8200,SIERRA,NTE CANADA,30,82,0,1.5,3.4,74.7,0,0,0,0
24093,00,200A094K094I1100,202203,7770,8200,SIERRA,NTE CANADA,31,111.6,0,2.3,4.9,102.1,0,0,0,0
23230,00,202B003G094A1500,202203,8700,4100,WOLF,CNRL,22.8,26.8,0,0,0,26.3,0,.2,.4,.6
23242,02,200B062K094A1502,202204,6500,2700,OSPREY,CNRL,30,86.9,0,0,0,85.2,0,.9,1.4,1.8
23690,00,200C074A093P0900,202204,9021,5000,SWAN,MURPHY,29.2,84.4,0,0,.9,81.6,0,0,0,0
24106,00,200C085I094B0100,202204,9022,4997,ALTARES,CNRL,30,24.9,0,0,0,20.4,0,.1,.1,0
24586,00,200D009H094G0200,202203,5100,2700,JULIENNE,PETRONAS,31,243.3,0,1.1,4.1,231.8,0,.6,.9,2.2
24151,00,202D006H093P0900,202204,9021,5000,SWAN,OVV,30,725.2,0,0,32.9,689.1,.1,1.5,1.1,.5
24642,00,200D014C093P0800,202203,5170,4900,NOEL,CNRL,31,630.6,0,0,5.8,496,0,0,0,0
23316,00,100022107715W600,202204,9021,5000,SUNRISE,OVV,30,492.8,0,0,8.6,458.3,.1,3.2,4,7.2
23320,00,200C036L094I0500,202203,3455,8200,ELLEH,NTE CANADA,31,23.2,0,.3,1.7,20,0,0,0,0
26346,00,100140707915W600,202203,9021,5000,SUNRISE,ARCRES,31,282.2,0,0,10.4,271.5,.2,1.3,3.8,7.7
24763,00,200D001G094I0800,202203,1300,8200,BIVOUAC,CVE ENERGY,28.3,260.9,0,0,0,243.2,0,.1,.1,12.3
24772,00,200C034L094H0600,202203,9000,4100,MARTIN,CNRL,31,6.5,0,.1,.1,4.9,0,.2,.3,.3
24775,00,100141807714W600,202203,9021,5000,HERITAGE,OVV,31,1019.6,0,14.4,21.8,947.9,.4,8.8,13.1,15.8
25396,00,200A037A093P0900,202203,9021,5000,SWAN,MURPHY,30.9,629.4,0,0,8.7,610.2,0,0,0,2.2
26355,00,200D082K093P0100,202204,5170,4900,NOEL,OVV,13.5,712.5,0,0,3.5,600,0,0,0,0
25441,00,200A072B093P0900,202203,9021,5000,SWAN,OVV,31,141.8,0,0,1.4,128.4,0,.6,1.2,4.8
25923,02,204C074A093P0902,202204,9021,5000,SWAN,MURPHY,23.5,173.8,0,0,1.6,168.7,0,0,0,.4
25481,00,200C048B094I1400,202204,7770,8200,SIERRA,NTE CANADA,30,95.6,0,6.4,4,87.2,0,0,0,0
26805,00,200C070F094I1400,202204,7770,8200,SIERRA,NTE CANADA,30,131,0,2.9,5.5,120,0,0,0,0
26806,00,102062008018W600,202204,9021,5000,SUNSET,SHELL,30,302.3,0,0,3.3,294.6,.3,1.9,2.8,8
24922,00,200C100A093P0900,202203,9021,5000,SWAN,OVV,26.1,126,0,1.4,1.3,113.2,0,.8,1.6,4.2
25998,00,202C063I094B0100,202203,9022,5000,ALTARES,CNRL,31,624.4,0,0,50.1,574.1,0,2.4,2.8,2.5
25998,00,202C063I094B0100,202204,9022,5000,ALTARES,CNRL,30,583.3,0,0,0,529.1,0,2.1,2.7,3
26010,00,102123407717W600,202203,9021,5000,SUNDOWN,MURPHY,30.9,232.2,0,0,2.9,224.3,0,0,0,0
26518,00,200D089B093P0900,202204,9021,5000,SWAN,OVV,30,320.7,0,0,1.2,300,0,1.5,2.2,4.7
24970,00,200C088K094O0800,202203,9045,8295,ETSHO,OVV,11.8,573.5,0,0,53.7,439.1,0,0,0,0
26658,00,202A054I094B0100,202203,9022,5000,ALTARES,CNRL,31,405.7,0,0,66.1,374.6,0,.7,.8,.3
26685,00,100012608119W600,202204,9021,5000,SEPTIMUS,CNRL,28.8,300.7,0,0,19.3,283,16.1,29.6,17.4,18
25032,00,200B035B094I1200,202204,3455,8200,ELLEH,NTE CANADA,30,42.6,0,.6,2.6,37.1,0,0,0,0
25062,00,200C078G093I0900,202204,6480,0180,OJAY,CNRL,30,618.4,0,0,4.3,366.8,0,0,0,0
25624,00,200D006A094B0800,202203,9022,5000,ALTARES,CNRL,11,1.9,0,0,4.1,1.1,0,0,0,0
26055,00,200B056A093P0900,202203,9021,5000,SWAN,MURPHY,31,138.4,0,0,2.9,134.4,0,0,0,.6
26875,00,200A080J094B0900,202204,9022,5000,W GUNDY,PETRONAS,15.9,348.2,0,0,5.7,317.7,.2,10.8,8.8,7.4
26878,00,200D005G094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,24,0,1476.8,0,0,0,0,.5
25638,00,100012907917W600,202203,9021,5000,HZ SUNRISE,OVV,31,712.7,0,29,1.3,677.9,0,2.1,8.7,13
25660,00,100040407918W600,202204,9021,5000,SUNSET PRAIRIE,TOURMALINE,30,486.4,0,0,17.6,468,.2,12.7,23.2,20.2
26898,00,202B051H094A1300,202203,3540,4805,FIREWEED,CNRL,30.8,8.7,15.3,0,14.9,4.9,0,.5,.5,.4
26900,00,100011508018W600,202204,9021,5000,SUNSET,SHELL,30,211,0,0,2.3,203.3,.2,1.5,2.1,26.8
26919,00,200B078I094B0100,202203,9022,5000,ALTARES,CNRL,26,75.2,0,0,17.3,69.2,0,.2,.2,.2
26597,00,200A093L094O0200,202204,9045,8295,KIWIGANA,OVV,16.3,436.7,0,0,24.7,353.2,0,0,0,0
26600,00,200A094L094O0200,202204,9045,8295,KIWIGANA,OVV,17.1,445.1,0,0,25.2,360.2,0,0,0,0
25756,00,102122608018W600,202204,9021,5000,SUNSET,SHELL,15,219.3,0,0,9.7,208.5,.4,4.5,5.6,23.9
25771,00,200A096C093P0800,202204,9030,2800,NOEL,CNRL,30,315.7,0,0,2.4,251.2,0,0,0,2.8
26750,00,204B040H094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,100.1,0,3991.4,0,0,0,0,1.5
26229,00,200D095B093P0900,202203,9021,5000,SWAN,OVV,31,782.2,0,0,10.1,740.2,.2,3.7,8.1,23.8
25292,00,203D050H093P0900,202203,9021,5000,SWAN,OVV,21.7,262.6,0,0,6.6,241.1,.1,1.7,2.3,5.4
25804,00,100120508219W600,202204,9021,5000,SEPTIMUS,CNRL,30,799.2,0,0,21.8,752.6,44.7,73.7,48.4,43.3
26242,00,200D025D094O0900,202203,9045,8550,TRAIL,OVV,12.5,461,0,0,86.5,352.5,0,0,0,0
26245,00,200B075B093P0900,202203,9021,5000,SWAN,OVV,31,476.5,0,0,5.6,451.3,.2,1.8,4,9.6
26247,00,200B098B093P0900,202204,9021,5000,SWAN,OVV,30,900.9,0,0,6.1,858.5,.2,3.6,7.5,20.7
26654,00,200B059K093P0100,202204,9030,2800,NOEL,OVV,17.8,301.4,0,0,6.8,283.8,0,.1,.1,.1
25823,00,200B049F094I1000,202204,3450,8150,EKWAN,PEA,30,112.2,0,5.5,5.3,102.3,0,0,0,0
25842,02,200C046B094H1202,202204,1350,4100,BLACK,TOURMALINE,25,94.3,0,1.7,.2,70.8,0,3,3.6,2.9
26772,00,100130808119W600,202204,9021,5000,GROUNDBIRCH,CNRL,29.3,602.8,0,0,0,577,26.4,37.1,21.4,26.5
25358,00,100042407717W600,202204,9021,5000,SUNDOWN,MURPHY,30,217.9,0,0,3.4,207.2,0,0,0,0
25374,00,100162607817W600,202204,9021,5000,SUNRISE,OVV,30,444.6,0,0,44.4,424.6,0,.8,2.9,3.5
26276,00,200A053I094B0100,202203,9022,5000,ALTARES,CNRL,29,413.6,0,0,52.5,381.4,0,.9,1,.5
26317,00,200B051D093P0800,202203,9030,2800,NOEL,CNRL,31,149.3,0,0,1.4,131.2,0,0,0,0
26317,00,200B051D093P0800,202204,9030,2800,NOEL,CNRL,30,181.2,0,0,1.6,160.5,0,0,0,0
28482,00,102080908017W600,202203,9021,5000,SUNRISE,OVV,30.5,346.5,0,41.3,168.6,326,.3,23.2,21.7,18.7
29164,00,103131308119W600,202202,9021,5000,SEPTIMUS,CNRL,28,643.2,0,0,22.2,364,20.3,32,14.8,4.2
27380,00,100071208121W600,202204,9021,5000,MONIAS,SHELL,30,505.3,0,0,26.2,500.3,.4,1,1.4,2.8
29188,00,103011108018W600,202204,9021,5000,SUNSET,TOURMALINE,30,596.9,0,.4,118.8,553.6,.2,15.6,29,43
27989,00,100083207715W600,202203,9021,5000,SUNRISE,OVV,31,1146.1,0,0,2.9,1069.8,.4,2.1,2.7,.8
27993,00,102163108119W600,202202,9021,5000,SEPTIMUS,CNRL,28,641.6,0,0,22.1,358.1,26,39.3,17.5,4.1
28521,00,100130608424W600,202204,9022,5000,ALTARES,CNRL,29,295.1,0,0,222.1,257.7,0,3.1,5.8,31.2
26964,00,200D026K094B1600,202204,9022,5000,TOWN,CNRL,30,119.4,0,2.6,17.6,111.4,.3,3.3,2.6,2.9
27465,00,200A069H094B1600,202203,9022,5000,GUNDY,PETRONAS,24.5,418.7,0,.6,15,389.4,.1,15.3,18.3,12.8
27465,00,200A069H094B1600,202204,9022,5000,GUNDY,PETRONAS,24.4,387.5,0,.7,12.6,362.1,.1,14.5,18.2,14.6
27481,00,200C061B094O1500,202204,9045,8295,TATTOO,NTE CANADA,30,2376,0,0,216,1752,0,0,0,0
27997,00,100093108119W600,202204,9021,5000,SEPTIMUS,CNRL,29.2,318,0,0,33.8,298.4,19.5,30.8,19.2,24.1
28003,00,100163208325W600,202203,9022,5000,ALTARES,CNRL,31,90,0,0,35.6,79.3,0,.4,.6,1.3
28544,00,200D086D094G1000,202203,9022,5000,POCKETKNIFE,PETRONAS,31,770,0,1.1,42.2,749.7,0,0,0,0
28549,00,202C026E094G1000,202204,9022,5000,GREEN,PETRONAS,17,168.3,0,0,10.8,164.6,0,0,0,0
27514,02,200A050J094G0202,202204,9022,5000,LILY,PETRONAS,28,395.8,0,0,25.2,373.6,.1,.4,.5,1.4
28654,00,200A068G094B0800,202203,9022,5000,GRAHAM,PETRONAS,27,214.8,0,.3,10.6,202.8,.3,3.9,5.3,5.3
27039,00,100121908020W600,202204,9021,5000,GROUNDBIRCH,STRATHCONA,30,260.1,0,0,26.5,256.1,0,0,0,0
28112,00,200B084K094B1600,202202,9022,5000,TOWN,PETRONAS,16,359,0,23.4,1.4,114.2,0,4.6,4.8,1.5
28117,02,100032908017W602,202203,9021,5000,SUNRISE,OVV,30.8,286.8,0,53.9,257.9,276.4,.2,10.6,6.2,4.5
28663,00,202C010L094G0100,202204,9022,5000,W BEG,PETRONAS,29.3,358,0,.6,26.2,339.8,.1,.6,.8,2
28703,00,100143507915W600,202203,9021,5000,DAWSON,ARCRES,31,875.8,0,0,26.3,799.1,4.1,44,45.8,95
27062,00,100091807817W600,202203,9021,5000,SUNDOWN,ARCRES,31,337.7,0,0,12.2,338.5,0,0,0,.4
27076,00,102100807916W600,202204,9021,5000,SUNRISE,OVV,29.9,563.9,0,22.5,97.5,542.2,.3,17.6,15.5,11.3
27078,00,100110807916W600,202204,9021,5000,SUNRISE,OVV,29.7,273.1,0,16.6,44.5,261.1,.1,9.5,9.5,8.9
27552,00,103160708018W600,202204,9021,5000,SUNSET,SHELL,14,481.9,0,0,13.9,469.1,.5,2.6,3.4,15.4
28713,00,202C067D094H0300,202204,9022,5000,NIG,CNRL,30,547.6,0,102,15.6,471.5,1,39.8,40.7,32
27091,00,103023108018W600,202203,9021,5000,SUNSET,SHELL,3.1,3.7,0,0,.3,3.5,0,0,0,0
27097,02,200A018K093P0102,202204,9030,2800,NOEL,OVV,11.8,162.4,0,0,3.6,153,0,0,.1,0
27583,00,200C023G094B0900,202203,9022,5000,KOBES,PACIFIC CANBRIAM,31,610,0,0,17,596.9,0,0,0,8.1
27585,00,200A080G094B1600,202204,9022,5000,TOWN,CNRL,30,740,0,2,7.3,692.1,1.6,19.8,14,13.2
28744,00,200B090A094B1600,202204,9022,5000,GUNDY,TOURMALINE,22.4,309.9,0,0,93.8,275.4,0,30,19.8,44.6
28749,00,203B090A094B1600,202203,9022,5000,GUNDY,TOURMALINE,31,1251.5,0,0,3.8,1134.9,.1,141.3,73.4,41.9
28772,00,202C099A094B1600,202202,9022,5000,GUNDY,TOURMALINE,28,453.2,0,0,17.4,398.9,0,69.9,34.8,43
27152,00,100012807717W600,202204,9021,5000,SUNDOWN,MURPHY,27.9,250.4,0,0,4.4,238.1,0,0,0,0
27612,00,202A043F094G0100,202204,9022,5000,BEG,PETRONAS,28.7,620.5,0,1.2,58,599,0,1.6,10.3,16.1
27186,00,100132507917W600,202204,9021,5000,SUNRISE,OVV,29.9,1146.1,0,24.5,0,1099.6,.7,32.3,32,40.7
27635,02,200C012K094B0802,202203,9022,5000,GRAHAM,PETRONAS,31,235.1,0,.2,11.6,221.7,.3,4.3,5.8,6.5
28247,02,200D059G094B0802,202203,9022,5000,GRAHAM,PETRONAS,31,748,0,2.3,37.1,706.4,1.4,13.8,17.2,20.8
28261,00,103090208019W600,202204,9021,5000,SATURN,SHELL,30,572.7,0,0,45.9,558.5,.5,2.3,2.9,6.2
27196,00,200C002H094B0800,202203,9022,5000,ALTARES,PACIFIC CANBRIAM,9.5,240.8,0,0,8.2,228.7,.1,10.6,12.6,11
28269,00,100140808019W600,202204,9021,5000,SATURN,SHELL,30,1271.8,0,0,28.2,1240.2,.8,3.3,4.1,8.8
28275,02,200D039C093P1002,202203,9021,5000,BRASSEY,OVV,30.4,874.4,0,1.5,103,738.4,13.6,.7,0,0
28278,00,103160608120W600,202204,9021,5000,GROUNDBIRCH,SHELL,30,567.8,0,0,3.6,559.2,.5,1.1,1.4,6
28280,00,100160608120W600,202203,9021,5000,GROUNDBIRCH,SHELL,31,346.8,0,0,19.8,343.1,.3,.8,1,2.1
28912,00,200C002G094G0700,202204,9022,5000,CARIBOU,PETRONAS,17.1,267.6,0,0,9.6,246.8,0,.1,.2,.8
27248,00,200B042D094O0700,202203,9045,8550,KIWIGANA,OVV,31,1401,0,0,92.1,1140.1,0,0,0,0
27730,00,202D007G094I0900,202203,4650,2600,HAY,HARVEST,29.4,35,130.2,0,2049.5,0,0,0,0,2.8
27733,00,202A050J094G0200,202204,9022,5000,LILY,PETRONAS,26,390.7,0,0,25,369,.1,.4,.5,1.5
28336,00,100061507917W600,202204,9021,5000,SUNRISE,OVV,29.9,1131.1,0,3.5,10.2,1086.5,.5,32.5,35.8,31.7
28346,00,104151208121W600,202204,9021,5000,GROUNDBIRCH,SHELL,30,576.4,0,0,43.3,571.3,.5,1.2,1.7,3.2
28942,02,200A040E093P0902,202204,9021,5000,SUNDOWN,TOURMALINE,29,588.4,0,0,11.9,567.6,0,0,0,0
27294,00,202D021G093P0900,202203,9021,5000,SWAN,OVV,7.6,465.9,0,13.3,7.1,437.8,.2,4,7.4,18.7
27786,00,200B053A094B0800,202204,9022,5000,ALTARES,PACIFIC CANBRIAM,30,1066.5,0,0,94.5,1033.2,.3,21.8,29.6,30
28355,00,102041508121W600,202203,9021,5000,GROUNDBIRCH,SHELL,31,583.8,0,0,18.1,578.1,.5,1.5,2,4.2
28373,00,102162308020W600,202204,9021,5000,GROUNDBIRCH,SHELL,28.6,820.4,0,0,17.1,812.3,.6,1.6,2.4,7.1
28378,00,100092308020W600,202204,9021,5000,GROUNDBIRCH,SHELL,25,343.8,0,0,20,340.3,.3,.6,.9,2.2
29003,00,202C029J094B0800,202202,9022,5000,ALTARES,PETRONAS,28,192.1,0,.1,9.5,180.9,.3,2.7,3.4,5.3
28418,00,102020607916W600,202203,9021,5000,SUNRISE,OVV,31,769,0,5.7,115.1,742.6,.3,22.9,18.7,16.7
29049,00,100071708118W600,202202,9021,5000,SEPTIMUS,CNRL,26.8,493.4,0,0,81.4,278.4,16.1,26.1,10.7,3.3
29088,00,200D047G094G0700,202203,9022,5000,CARIBOU,PETRONAS,31,1067.6,0,.7,36.9,975.1,0,0,0,0
27339,00,100022908325W600,202203,9022,5000,ALTARES,CNRL,31,345.3,0,0,44.7,317.2,0,.9,1.3,1.5
28450,00,200C087I094B1600,202203,9022,5000,BEG,TOURMALINE,31,486.4,0,0,15.9,456.2,0,.4,2.7,9.5
29112,00,200C070B094G0100,202203,9022,5000,W BEG,PETRONAS,21.5,534.6,0,10.6,37.8,517.5,0,0,4.9,11.1
27341,00,200D072K094B1600,202204,9022,5000,TOWN,PETRONAS,18.4,361.9,0,2.8,6.6,338.9,.1,12.2,15,14.8
27354,00,200D081A093P0900,202203,9021,5000,SWAN,MURPHY,31,916.8,0,0,12.9,887.7,0,0,0,4.4
27366,00,200B062F094B1600,202204,9022,5000,TOWN,CNRL,30,666.1,0,0,21.5,601,.8,46,21.5,11.9
31267,00,202D082G094B0900,202202,9022,5000,TOWNSEND,CNRL,28,256.6,0,4.1,11.6,3.2,0,0,0,0
31280,00,200D080B094H0400,202203,9022,5000,NIG,TOURMALINE,30.3,883,0,0,15.3,775.1,3.7,100.4,62,112.1
31285,00,102141708120W600,202204,9021,5000,GROUNDBIRCH,SHELL,28.8,1144.1,0,0,42.8,1128.2,1.1,3.3,4.9,16.3
29211,00,100103407817W600,202204,9021,5000,SUNRISE,OVV,29.9,8873,0,0,556.8,8592.4,4.7,169.1,146.1,179.2
29226,00,102131607717W600,202204,9021,5000,SUNDOWN,TOURMALINE,29.8,943.2,0,0,59.7,914.3,0,0,0,0
29231,00,100011008118W600,202204,9021,5000,SEPTIMUS,CNRL,30,943,0,0,35.2,891,49,89,50.3,47.3
29232,00,106071708118W600,202203,9021,5000,SEPTIMUS,CNRL,31,1053.6,0,0,70.5,1007.9,41.1,74,50.6,41.4
29793,00,200A051B094G0700,202204,9022,5000,CARIBOU,PETRONAS,13.2,252.7,0,0,9,233.4,0,.1,.3,.8
30425,00,105140808118W600,202204,9021,5000,SEPTIMUS,CNRL,30,1472.9,0,0,84.7,1397.4,71.8,122.2,73.9,63.1
30442,00,100103507818W600,202204,9021,5000,SUNRISE,ARCRES,29.5,2216.2,0,0,82.6,2216.7,0,0,0,7.3
30456,00,100123407715W600,202203,9021,5000,DAWSON,OVV,31,1785.3,0,118.9,9.3,1653.4,.9,22.5,51.5,77.9
30466,00,200D006B094G0100,202203,9022,5000,TOWN,PETRONAS,29.8,854.8,0,34.2,39.8,791.1,.5,41,45,30.4
30469,00,102103507818W600,202204,9021,5000,SUNRISE,ARCRES,29.5,1225.3,0,0,45.7,1225.6,0,0,0,4
31295,00,102163308120W600,202204,9021,5000,SEPTIMUS,CREW,30,263.8,0,0,61.5,263.4,0,0,0,6.5
31297,00,102133408120W600,202203,9021,5000,SEPTIMUS,CREW,31,727.9,0,0,270.6,728.2,0,0,0,18.6
31334,00,202C005H094B0800,202204,9022,5000,ALTARES,PACIFIC CANBRIAM,30,1411.1,0,0,247.3,1338.6,.4,48,58.7,152.2
31363,00,202D084K094B1600,202204,9022,5000,TOWN,PETRONAS,29,2676,0,93,29.7,2492.5,1.1,116,126.8,132.9
31369,00,102011907817W600,202204,9021,5000,SUNRISE,ARCRES,22,1343,0,0,50.1,1343.2,0,0,0,4.4
29257,00,200D060D094A1300,202203,9022,5000,TOWN,PETRONAS,27,160.1,0,19.9,16.6,146.1,0,10.7,11.4,8
29272,00,100093507916W600,202204,9021,5000,SUNRISE,TOURMALINE,28.9,673.3,0,0,109.6,623.5,.8,28.3,26.4,31.9
29279,00,104161808117W600,202204,9021,5000,TOWER,ARCRES,30,302.3,71.7,0,128.5,282.7,1.7,34,22,7
29837,00,100011707816W600,202203,9021,5000,SUNRISE,OVV,30.9,4745.8,0,0,54.4,4606.9,2.4,101.4,87.9,67.2
30477,00,102022907817W600,202204,9021,5000,SUNRISE,ARCRES,29.3,5919.6,0,0,220.8,5921,0,0,0,19.5
30485,00,103091408018W600,202203,9021,5000,SUNSET,TOURMALINE,31,290.1,0,.3,63,263.6,0,6.9,14.5,46.6
31390,00,105131108117W600,202203,9021,5000,PARKLAND,ARCRES,30.5,168,9.4,0,35.3,155.4,1.3,22.4,15.8,7.5
31393,00,102131108117W600,202203,9021,5000,PARKLAND,ARCRES,22.5,741.4,37.1,0,21.5,685.5,5.7,99.1,69.2,33.1
