"OIL_ANAL FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Drillng_event_seq","Oil_lab_num","Sample_point_code","Test_Perf_Flag","Oil_anlyss_base_depth (m)","Oil_anlyss_top_depth (m)","Sample_date","Bsw_total","Reltv_densty (kg/m3)","Abslt_oil_densty (kg/m3)","Api_gravty","Tot_sulphr_mass_fractn","Pour_point_usb_m (C)","Distlltn_crackd (C)","Naphtha_fractn_200C","Kersn_fractn_275C","Light_gas_oil_fractn_350C","Charctrzed_factor","Invert_mud_sample","Oil_anlyss_comments","Pour_point_astm (C)","Press_recvd (kPa)","Temp_recvd (C)","Distlltn_method_type","Final_boil_point (C)","Project_code"
"200D083G094H0200","","","","00937","00","E18731","","","0","0","19620129",".11",".827","0","39.6",".82","","",".3",".22","0","0","","CRACKING POINT COULD NOT BE OBTAINED DUE TO EXCESSIVE FOAMING. FOAMING PROBABLY DUE TO DIS- SOLVED GASES IN OIL OR WATER FILM ADHEREING TO THE WAX CRYSTALS IN THE OIL.","","0","","HEM","327.7",""
"200D009K094A1200","1400","4910","","00943","00","E19384","DST","","1767.1","1755","19620426",".03",".81","0","43.2",".06","","373.3",".354",".169",".185","0","","EVIDENCE OF WAX CRYSTALS FORMING IN SAMPLE AT ROOM TEMPERATURE.","","0","","ENG","","00"
"200B072G094H0200","","","","00957","00","E18934","","","0","0","19620301","0",".827","0","39.6",".82","","366.6",".276",".229",".211","0","","SAMPLE CONSISTED OF 250 CC OIL & APPROX. 700 CC WATER & SEDIMENT.","","0","","ENG","",""
"200A008G094H0400","6400","4100","A","00967","00","806P","SEP","","1292.3","1272.5","19650615","0","0","0","50.1",".16","","","0","0","0","0","","","","0","","","","02"
"100042208824W600","","","","00977","00","E18982","DST","","1371.2","1342.6","19620228",".16",".843","0","36.3",".6","","","0","0","0","0","","","","0","","","",""
"200B093G094H0200","6000","4090","","00985","00","E19154","DST","","1073.1","1064","19620219","7",".842","0","36.5",".87","","342.2",".3",".19","0","0","","","","0","","HEM","","00"
"200D013B094H0400","6400","4100","A","01004","00","E19653","OTH","","1271","1257.5","19620610","0",".791","0","47.4","1.03","","",".568",".112","0","0","","","","0","","HEM","","00"
"200D019E094A1600","","","","01006","00","E87-6308","OTH","","0","0","19870417","3.8",".889","888","27.7",".0085","-22","347",".1699",".16","0","11.7","","","0","0","0","MOD","0",""
"200D044G094A1500","","","","01008","00","E79-6404-1","SEP","","0","0","19790127","1.6",".827","826","0",".0043","0","349",".2699",".225","0","12.1","","","0","0","0","HEM","0",""
"100062208514W600","2000","4535","A","01033","00","0162-52136-15-4","TUB","","1343.9","1339","20150129",".1","","871.1","","","","","0","0","0","","","Free water (volume %) = 91","-12","","","","","04"
"100062208514W600","2000","4535","A","01033","00","6551-52136-15-10","WHD","","1343.8","1338.9","20150730",".086","","869.2","","","","","0","0","0","","","Free water (volume %) = 95","-21","","","","","04"
"100062208514W600","2000","4535","A","01033","00","9015-52136-16-68","WHD","","1343.9","1338.9","20160126",".2","","869.3","","","","","0","0","0","","","Free water (volume %) = 96","-12","","","","","04"
"200D077F094A1600","2820","4800","C","01046","00","C5500","DST","","1163.1","1121.6","19630411",".02",".852","0","34.4","1","","335","0",".155","0","0","","","","0","","HEM","","00"
"200D077F094A1600","2820","4800","C","01046","00","E19267","DST","","1163.1","1121.6","19620406","0",".85","0","35",".6","","310.5",".245",".142","0","0","","","","0","","HEM","","00"
"100161408614W600","2000","4535","A","01070","00","6550-52136-15-5","WHD","","1288.1","1284.4","20150729",".162","","850.5","","","","","0","0","0","","","Free water (volume %) = 53","-39","","","","","04"
"200C080D094A1500","","","","01087","00","804P","","","0","0","19650614","0","0","0","50.6",".1","","","0","0","0","0","","","","0","","MOD","",""
"100061008817W600","7600","2900","F","01090","00","776P","SEP","","1077.1","1065.2","19650326","0","0","0","60.5",".05","","","0","0","0","0","","","","0","","MOD","208.8","00"
"200D005A094H0200","","","","01121","00","C5041","","","0","0","19621108",".01",".819","0","41",".69","","345",".32",".195","0","0","","","","0","","HEM","",""
"100080308614W600","2000","4535","A","01156","00","0162-52136-15-20","TUB","","1336.5","1332.5","20150129",".48","","867.8","","","","","0","0","0","","","Free water (volume %) = 95","-27","","","","","04"
"100080308614W600","2000","4535","A","01156","00","6042-52136-14-15","WHD","","1336.5","1332.5","20140122","","","864.7","","","","","0","0","0","","","Free water (volume %) = 90","-21","","","","","04"
"100080308614W600","2000","4535","A","01156","00","6552-52136-15-1","WHD","","1336.5","1332.5","20150729",".009","","870.3","","","","","0","0","0","","","","-21","","","","","04"
"100080308614W600","2000","4535","A","01156","00","9015-52136-16-40","WHD","","1336.5","1332.5","20160125",".064","","868.3","","","","","0","0","0","","","Free water (volume %) = 91","-12","","","","","04"
"200D033L094A1300","0200","2700","A","01160","00","E20183-1","","","1335","1322.2","19620916","2.5",".839","0","37.2",".2699","","","0","0","0","0","","E20183-2 BS&W 1.70, SPEC. GRAV. 0.820, API 41.1, SULFUR 0.39.","","0","","","","03"
"100163508315W600","","","","01162","00","703P","OTH","","0","0","19621005","0","0","0","31.8",".7","","","0","0","0","0","","","","0","","MOD","",""
"200D043L094A1300","0200","2700","A","01173","00","E20327","DST","","1350.2","1332.5","19621024","0",".824","0","40.2",".2","","331.1",".412",".17","0","0","","","","0","","","","03"
"200D043L094A1300","","","","01173","00","E23777","","","0","0","19640709","0","0","0","0","0","","","0","0","0","0","","","","0","","","",""
"200C056D094H0500","5600","4150","A","01177","00","705P","","","1277.1","1255.7","19621213","0","0","0","43.2","0","","","0","0","0","0","","","","0","","","","00"
"200C056D094H0500","5600","4150","A","01177","00","E20714","SEP","","1291.1","1255.7","19621213","0",".764","0","53.7",".49","","","0","0","0","0","","","","0","","ENG","276.6","00"
"200C057H094G0100","5000","4800","A","01183","00","796P","SEP","","1618.1","1585.2","19650611","0","0","0","62.7",".13","","","0","0","0","0","","","","0","","","","00"
"200D044L094A1300","","","","01186","00","E20923","","","0","0","19630123","0","0","0","0","0","","","0","0","0","0","","NO DATA","","0","","","",""
"100060308817W600","7600","2900","F","01187","00","775P","SEP","","1075.9","1067.1","19650326","0","0","0","61.5",".06","","","0","0","0","0","","","","0","","MOD","218.8","00"
"100101208816W600","7620","2700","A","01192","00","727P","AOF","","1049.7","1046.9","19630212","0","0","0","37.3","0","","","0","0","0","0","","","","0","","","","00"
"100101208816W600","7620","2700","A","01192","00","E21150","AOF","","1049.7","1046.9","19630212","5.5",".836","0","37.8",".77","","323.8",".319",".158","0","0","","","","0","","","","00"
"100101208816W600","","","","01192","00","E79-11474","","","0","0","19790704",".13",".852","851","0",".0082","12","361",".1849",".13",".22","11.9","","","0","0","0","","0",""
"100102908715W600","5540","4535","A","01194","00","729P","AOF","","1219.8","1216.1","19630217","0","0","0","63.7","0","","","0","0","0","0","","","","0","","","","00"
"100102908715W600","","","","01194","00","E21191","OTH","","0","0","19630217","0",".711","0","67.5",".07","","","0","0","0","0","","","","0","","ENG","180.5",""
"100063508715W600","2020","4100","E","01200","00","E76-6684","OTH","","1150.6","1143.6","19760701","0",".721","0","64.4",".11","","","0","0","0","0","","CLEAN CONDENSATE","","0","","ENG","334.4","00"
"100060808817W600","7600","2900","F","01208","00","777P","SEP","","1058.2","1052.1","19650329","0","0","0","46",".46","","","0","0","0","0","","","","0","","MOD","200","00"
"100060808817W600","7600","2900","F","01208","00","787P","OTH","","1058.2","1052.1","19650607","0","0","0","40",".38","","","0","0","0","0","","788P: 1965-06-08, API 39.7, 789P: 1965-06-08, API 40.2, 790P: 1965-06-10, API 40.5","","0","","MOD","","00"
"200C040B094A1400","2400","2900","C","01213","00","732P","AOF","","1104.2","1097.8","19630320","0","0","0","45.8","0","","","0","0","0","0","","","","0","","","","00"
"200C040B094A1400","","","","01213","00","E21472-2","OTH","","0","0","19630320","0",".795","0","46.5",".66","","336.1",".65",".97","0","0","","","","0","","HEM","",""
"200C040B094A1400","2400","2900","C","01213","00","F1398","DST","","1108.8","1100","19621224","0",".859","0","33.1","0","","","0","0","0","0","","","","0","","","","00"
"200C040B094A1400","","","","01213","00","F1972","SEP","","0","0","19640611","0",".812","0","42.7","0","","","0","0","0","0","","","","0","","","",""
"200C040B094A1400","","","","01213","00","F78-3431-2","OTH","","0","0","19781016","0",".785","785","0",".0043","0","0","0","0","0","0","","SAMPLE CONSISTED OF CONDENSATE.","0","0","0","MOD","0",""
"100102908818W600","2400","2600","C","01222","00","730P","SEP","","1054.6","1050.3","19630222","0","0","0","50.7","0","","","0","0","0","0","","","","0","","","","00"
"200D077B094G0100","","","","01233","00","E68-7768","","","0","0","19680908","0",".743","0","68.9",".42","","","0","0","0","0","","","","0","","ENG","237.2",""
"200D077B094G0100","","","","01233","00","E68-7768A","","","0","0","19681018","0",".743","0","68.9",".42","","","0","0","0","0","","","","0","","ENG","237.2",""
"200C040E094H0500","","","","01251","00","824P","","","0","0","19650715","0","0","0","48.7",".09","","","0","0","0","0","","","","0","","","",""
"200A075J094A1600","","","","01252","00","E20970","","","0","0","19630130",".31",".831","0","38.6",".83","","322.2",".36",".185","0","11.8","","","","0","","HEM","",""
"100061908715W600","","","","01254","00","E20971","DST","","0","0","19630129","0",".84","0","37","0","","","0","0","0","0","","","","0","","","",""
"200D068H094G0100","","","","01256","00","834P","","","0","0","19650714","0","0","0","0","0","","","0","0","0","0","","","","0","","","",""
"200A045J094A0900","","","","01257","00","E81-17854","SEP","","0","0","19810218",".06",".006","833","0",".007","0","366",".33",".145",".165","12","","","0","0","0","","0",""
"200C050G094H0200","","","","01266","00","731P","AOF","","0","0","19630508","0","0","0","56.3",".22","","","0","0","0","0","","","","0","","","",""
"200C050G094H0200","","","","01266","00","E21380","SEP","","0","0","19630321","0",".752","0","56.4",".38","","","0","0","0","0","","","","0","","ENG","221.1",""
"200D078F094A1600","2820","4800","A","01267","00","C5503","DST","","1173.4","1129.2","19630308",".02",".827","0","39.6",".89","","349.4",".33",".215",".205","0","","","","0","","HEM","","02"
"200D013B094G0100","0800","4800","A","01268","00","720P","","","1724.2","1656.2","19630324","0","0","0","59.7","0","","","0","0","0","0","","","","0","","","","00"
"200D013B094G0100","","","","01268","00","E21495-2","OTH","","0","0","19630324","0",".733","0","61.5",".43","","","0","0","0","0","","","","0","","ENG","217.2",""
"200D017D094A1500","","","","01286","00","E21740-2","WHD","","0","0","19630604",".7",".753","0","56.2",".16","","","0","0","0","0","","","","0","","ENG","347.7",""
"200D011G094H0200","","","","01292","00","E70-12135-1","SEP","","0","0","19691231","0",".807","0","43.8",".56","","352.7",".5",".245",".111","12","","SAMPLE CONSISTED OF APPROX. 65% HYDROCARBON LIQUID, 35% LAYER OF WATER.","","0","","HEM","",""
"100063508717W600","7600","2900","F","01293","00","774P","SEP","","1086.3","1074.1","19650326","0","0","0","63.5",".05","","","0","0","0","0","","","","0","","MOD","141.1","00"
"100063508717W600","7600","2900","F","01293","00","780P","OTH","","1086.3","1074.1","19650406","0","0","0","44.2",".4","","","0","0","0","0","","781P: API 43.9 782P: API 43.9","","0","","MOD","203.3","00"
"100063508717W600","7600","2900","F","01293","00","EMPR19921214","OTH","","1086.3","1074.1","19650406","0","0","0","0","0","","","0","0","0","0","","","","0","","","","00"
"200D045L094A1300","","","","01310","00","E21339","DST","","0","0","19630315","0",".781","0","49.7",".02","","","0","0","0","0","","","","0","","","249.4",""
"200D039C094A1600","3300","4800","A","01320","00","E21403","DST","","1206.9","1188.7","19630326","0",".834","0","38",".69","","","0","0","0","12.1","","RECOVERED 90' BLACK SULPHUROUS GAS CUT & OIL FLECKED MUD. 30' GRNSH BLACK GASSY OIL CUT MUD.","","0","","","","04"
"200D087C094B1500","3360","4100","A","01326","00","E87-3829","SEP","","1456.9","1448.4","19870208","0",".766","765","53.2",".0015","0","0",".52","0","0","0","","SAMPLE CONSISTED OF 200 MLS OF WATER & 600 MLS OF OIL. PERF DEPTHS: 1448.4-1449.6, 1450.2-1452.7, 1453.3-1453.9, 1455.1-1456.9.","0","0","0","MOD","273","02"
"200C034A094A1400","","","","01336","00","E69-10966","","","0","0","19690820",".88",".836","0","37.8",".81","","338.8",".345",".141","0","12","","","","0","","HEM","",""
"200D093A094A1400","2400","2900","B","01346","00","E68-7987","OTH","","1116.4","1111.2","19681008","0",".817","0","41.5",".3399","","","0","0","0","0","","","","0","","","","00"
"200D093A094A1400","","","","01346","00","E89-1528","OTH","","0","0","19890302",".06",".839","838","37.2",".0066","-9","364",".2699",".1699",".2","12","","","0","0","0","MOD","0",""
"200D093A094A1400","2400","2900","B","01346","00","F1585","DST","","1142.9","1104.8","19630612","0",".833","0","38.2","0","","","0","0","0","0","","","","0","","","","00"
"100102608116W600","","","","01355","00","E76-558","AOF","","0","0","19761202","0",".751","0","56.9",".1699","","",".875",".75","0","0","","","","0","","ENG","290",""
"200A083E094A1300","","","","01356","00","E21950-2","DST","","1464.8","1459","19630717","0",".819","0","41.1",".71","","","0","0","0","0","","","","0","","","",""
"100103408717W600","","","","01365","00","778P","SEP","","0","0","19650326","0","0","0","52.8",".2","","","0","0","0","0","","","","0","","MOD","207.7",""
"100103408717W600","","","","01365","00","C85-1800","OTH","","0","0","19851018","0",".853","852","34.5",".0064","0","325",".202",".168","0","0","","","0","0","0","MOD","0",""
"200D079C094H0500","5600","4150","A","01371","00","740P","AOF","","1278.3","1257.8","19631106","0","0","0","63.3","0","","","0","0","0","0","","","","0","","","","00"
"200D079C094H0500","","","","01371","00","E83-13746","","","0","0","19830721","0",".73","729","0",".002","0","0","0","0","0","0","","","0","0","0","","0",""
"200D044C094G0800","5000","4150","A","01375","00","F88-4250-3","OTH","","1491.7","1463.3","19881201",".45",".752","752","56.4",".0071","0","0",".9","0","0","0","","","0","0","0","MOD","235","00"
"200D077D094H0500","5600","4150","A","01378","00","800P","","","1294.4","1263.9","19650610","0","0","0","60.4",".14","","","0","0","0","0","","","","0","","","","00"
"100062108716W600","","","","01391","00","E22528","","","0","0","19631118","0",".843","0","31.3",".96","","364.4",".277",".17",".186","11.5","","","","0","","ENG","",""
"200D089F094A1600","","","","01394","00","E22649","","","0","0","","0",".826","0","39.8","0","","","0","0","0","0","","E22649-2: SPEC GRAV 0.821, API 40.7 E22649-4: SPEC GRAV 0.822, API 40.6","","0","","","",""
"200D089F094A1600","","","","01394","00","E22649-3","","","0","0","19631209","0",".823","0","40.4",".77","","372.2",".315",".2",".18","12.1","","","","0","","ENG","",""
"200D058A094H0700","","","","01411","00","D78-7100-2","MET","","0","0","19780326","0",".776","0","60.5",".49","","",".8",".18","0","0","","SAMPLE CONSISTED OF 31% CONDENSATE, 69% WATER. WATER IS AN ACID WATER.","","0","","ENG","277.2",""
"200D058A094H0700","8240","4800","B","01411","00","E22810","DST","","1476.4","1159.4","19640114","0",".786","0","48.3",".43","","","0","0","0","0","","CHAR. OF REFINED OIL PRODUCT","","0","","ENG","260.5","00"
"200D048H094H0100","5500","2700","B","01433","00","E23010-1","DST","","994.5","988.7","19640214",".18",".847","0","35.4","1.01","","323.8",".309",".2","0","0","","OIL OF A MIXED BASE TYPE. REPORT E23010-2, SAMPLE 3 TAKEN 60 FEET ABOVE TOOL. SPECIFIC GRAV. 0.848 AT 60/60F. API 35.40 @ 60/60F, TOTAL SULPHUR 1.02% (BY WEIGHT).","","0","","","","00"
